Compound index,SMILES,blood mean60min,bone mean60min,brain mean60min,fat mean60min,heart mean60min,intestine mean60min,kidney mean60min,liver mean60min,lung mean60min,muscle mean60min,pancreas mean60min,spleen mean60min,stomach mean60min,uterus mean60min
1475-18FBF-227,CN(C)c1ncc(/C=C/c2nc3ccc(OCCF)cc3o2)s1,2.09,7.04,1.67,,,,2.42,5.48,,,,,,
1475-18FFACT,CN(C)c1ncc(/C=C/c2nc3ccc(OC(CO)CF)cc3o2)s1,0.64,1.38,0.28,,,,3.25,14.1,,,,,,
1475-18FTHK-525,FCCOc1ccc2nc(/C=C/c3cnc(N4CCOCC4)s3)oc2c1,1.91,9.65,1.68,,,,1.48,2.47,,,,,,
1475-18FTHK-702,OCC(CF)Oc1ccc2nc(/C=C/c3cnc(N4CCOCC4)s3)oc2c1,0.67,1.16,0.35,,,,0.65,3.65,,,,,,
1475-18FTHK-727,OCC(CF)COc1ccc2nc(/C=C/c3cnc(N4CCOCC4)s3)oc2c1,0.66,9.33,0.69,,,,0.98,4.04,,,,,,
1476A-18FBMY14802,OC(*N1CCN(c2ncc(F)cn2)CC1)c1ccc(F)cc1,0.5,0.48,0.38,,0.46,,2.79,6.18,1.13,,,1.49,,
1476B-18FBMY14802,O*(C1=C=CC(F)C=C1)N1CCN(C2=NCC(F)C=N2)CC1,0.76,0.61,0.51,1.67,0.61,21.84,3.24,9.02,1.24,0.47,,0.89,5.07,1.49
1477-4-Br18FPN,*CCCn1cc(Br)nc1[N+](=O)[O-],0.228,0.315,0.166,,0.262,,0.956,1.471,,,,,,
1481-18FCFT,C1(c2ccc(F)cc2)CC2CCC(N2C)C1C(=O)OC,,,,,,,,,,,,,,
1486-18 FCNPFH,N#Cc1c(F)ccc(C(=O)NCC(=O)O)c1,0.03,,,,0.0,0.89,0.44,0.04,0.01,0.0,,0.01,0.2,
1488B-18F-SKI-249380,C(CN1CCN(c2cc(Nc3ncc(C(=O)Nc4c(Cl)cccc4C)s3)nc(C)n2)CC1)F,,9.5,0.4,,0.4,,0.8,7.9,0.5,26.8,,,,
1489-DCFBC,O=C(O)CC[C@H](NC(=O)NC(CSCc1ccc(F)cc1)C(=O)O)C(=O)O,1.8,1.7,,1.0,0.8,,41.6,5.1,1.1,0.6,,1.6,0.5,
1491-18F-DDRT,[C@@H]12COc3c(cc(C(=O)O)c(C(=O)O)c3)[C@@H]1Cc1c(c3c(cc1)O[C@@H](C(C)CF)C3)O2,0.08,0.45,0.18,,0.77,,,,,,,,,
1491-18F-DHRT,[C@@H]12COc3c(cc(C(=O)O)c(C(=O)O)c3)[C@@H]1C(O)c1c(c3c(cc1)O[C@@H](C(C)CF)C3)O2,0.05,0.31,0.51,,3.17,,,,,,,,,
1491-18FDDRT,c1(OC)c(OC)cc2c(c1)[C@@H]1Cc3ccc4c(c3O[C@@H]1CO2)C[C@H](C(CF)C)O4,0.08,0.45,0.18,,0.77,,,,,,,,,
1491-18FDHRT,c1(OC)c(OC)cc2c(c1)[C@@H]1C(=O)c3ccc4c(c3O[C@@H]1CO2)CC(C(CF)C)O4,0.05,0.31,0.51,,3.17,,,,,,,,,
1494-p-18FDMPPF,O=C(c1ccc(F)cc1)N(CCN1CCN(c2c(O)cccc2)CC1)c1ccccn1,0.03,0.05,0.1,,0.1,,0.41,0.6,0.2,0.1,,0.14,,
1494-p18FDMPPF,c1ccnc(N(CCN2CCN(c3c(O)cccc3)CC2)C(c2ccc(F)cc2)=O)c1,0.03,0.05,0.1,,0.1,,0.41,0.6,0.2,0.1,,0.14,,
1495- 11CCHO,C[N+](C)(C)CCO,,,,,,,,,,,,,,
1495-11CCHO,C(CO)[N+](C)(C)C,,,,,,,,,,,,,,
1495-18FdOC,C(CF)[N+](C)(C)C,,,,,,,,,,,,,,
1496E-18F-1,CCN(CC)C(=O)Cc1c2nc(C)cc(C)n2nc1-c1ccc(OCCF)cc1,0.5,2.9,0.8,,17.4,,45.7,12.1,,,,,,
1497A-11CDPN,CO[C@]12CCC3(CC1C(C)(C)O)C1Cc4c5c(c(O)cc4)OC2[C@@]35CCN1CC1CC1,0.86,0.62,2.27,,,,,,,,,,,
1497A-18F-DPN,CC(C)(O)C1CC23CC[C@@]1(OCCF)C1Oc4c(O)ccc5c4[C@]21CCN(CC1CC1)C3C5,1.33,0.82,1.96,,,27.5,2.22,9.93,,1.01,,,,
1499B-EF3,O=C(Cn1ccnc1[N+](=O)[O-])NCCC(F)(F)F,,,,,,,,,,,,,,
1500-18FEFA,CCOC(=O)CF,9.46,10.66,6.41,,10.92,,,7.48,8.63,,,,,
1500-18FFA,O=C([O-])CF,7.46,10.27,5.13,,7.56,,,5.49,6.17,,,,,
1503-18FFBB,O=C1NC2CSC(CCCCNC(=O)c3ccc(F)cc3)C2N1,0.86,1.54,,,,21.12,6.42,7.3,,1.7,,,,
1505A-FFMMT,NC(C(=O)O)/C(=C/F)c1ccc(F)c(O)c1,0.83,0.31,0.86,,0.46,,2.24,0.35,0.5,,,,,
1509B-11C-pipzA-4,N1(CC(O)c2ccc(-c3ccc(C(O)CN4CCC(C)CC4)cc3)cc2)CCN(CC)CC1,,,,,,,,,,,,,,
1509B-18F-FA-4,N1(CC(O)c2ccc(-c3ccc(C(O)CN4CCC(C)CC4)cc3)cc2)CCC(CF)CC1,,,,,,,,,,,,,,
1510B-18F-FAA Ester,C(CC(=O)OC)C/C=C\C/C=C\C/C=C\C/C=C\CCCCCF,0.27,0.78,0.28,,0.68,,1.36,2.57,1.06,,,,,
1510B-18F-FAA,C(CC(=O)O)C/C=C\C/C=C\C/C=C\C/C=C\CCCCCF,0.14,0.28,0.21,,1.24,,1.03,1.9,1.47,,,,,
1512B-18F-facbc,[C@]1(N)(C(=O)O)C[C@H](F)C1,0.3,0.41,0.27,,0.46,,0.62,1.12,0.58,0.34,2.42,0.63,,
1512B-18F-FDG,C([C@H]1[C@@H](O)[C@@H](O)[C@@H](F)[C@H](O)O1)O,0.23,0.57,2.26,,2.04,,0.56,0.26,0.64,0.16,0.34,0.86,,
1513C-18F-FAC,C(C(O)=O)F,,,,,,,,,,,,,,
1513I-18F-ﬂuoroacetate,C(C(O)=O)F,,,1.36,,1.71,,1.41,1.42,1.46,,1.02,1.34,1.08,
1514B-11C-BF-227,c1cc(OCCF)cc2c1nc(/C=C/c1cnc(N(C)C)s1)o2,2.09,7.04,1.67,,,,2.42,5.48,,,,,,
1514B-18F-FACT,c1cc(OC(CO)CF)cc2c1nc(/C=C/c1cnc(N(C)C)s1)o2,0.64,1.38,0.28,,,,3.25,14.1,,,,,,
1514B-18F-THK-525,c1cc(OCCF)cc2c1nc(/C=C/c1cnc(N3CCOCC3)s1)o2,1.91,9.65,1.68,,,,1.48,2.47,,,,,,
1514B-18F-THK-702,c1cc(OC(CF)CO)cc2c1nc(/C=C/c1cnc(N3CCOCC3)s1)o2,0.67,1.16,0.35,,,,0.65,3.65,,,,,,
1514B-18F-THK-727,c1cc(OCC(CF)CO)cc2c1nc(/C=C/c1cnc(N3CCOCC3)s1)o2,0.66,9.33,0.69,,,,0.98,4.04,,,,,,
1515A- 4-18F-ADAM,CN(Cc1c(Sc2c(N)cc(F)cc2)cccc1)C,2.09,21.38,0.95,,0.08,,1.69,5.14,0.5,11.29,,0.15,,
1516A-18FFAG,C1(O)C(NCOCF)C(O)C(O)C(CO)O1,1.65,,0.49,,0.86,1.44,3.27,3.71,1.16,0.73,0.69,0.73,,
1518A-18Ffallypride,C1CCN(CC=C)[C@H]1CNC(c1cc(CCCF)cc(OC)c1OC)=O,0.69,4.96,0.36,,0.05,,0.44,3.31,0.2,5.37,,0.1,,
1521B-18FAZA,FC[C@@H]1C(O)[C@H](O)[C@@H](n2c([N+]([O-])=O)ncc2)O1,0.9,0.74,0.6,,1.14,,2.38,2.47,1.05,2.03,,0.94,1.19,
1521C-124I-IAZA,[C@@H]1(CI)[C@H](O)C(O)[C@@H](n2c([N+]([O-])=O)ncc2)O1,,,,,,,,,,,,,,
1521C-18F-FMISO,c1cn(CC(CF)O)c([N+]([O-])=O)n1,,,,,,,,,,,,,,
1523-18F-folate,C(CCC(C(NCc1ccc(F)cc1)=O)NC(c1ccc(NCc2cnc3c(c(=O)[nH]c(N)n3)n2)cc1)=O)(=O)O,,,,,,,,,,,,,,
1526D-18FFBAU,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)C(O)[C@H]2F)cc1Br,0.16,,0.04,,,0.42,,,,,,0.13,,
1526D-18FFBAU3'5',O=c1[nH]c(=O)n([C@@H]2O[C@H](COC(=O)c3ccccc3)C(OC(=O)c3ccccc3)[C@H]2F)cc1Br,0.17,,0.04,,,0.5,,,,,,0.18,,
1531-18FFBFPA,O=C(Cc1c(F)cccc1)NC1CCN(Cc2ccc(F)cc2)CC1,0.018,,0.436,,,,,,,,,,,
1534-123IIBPPA,CCCCN(CC)c1nc(C)nc2c1c(C)cn2-c1c(C)cc(I)cc1C,0.18,,0.12,,,,,,,,,,,
1534-18FFBPPA,CCN(CCCCF)c1nc(C)nc2c1c(C)cn2-c1c(C)cc(C)cc1C,0.19,1.94,0.08,,,,,,,,,,,
1535-18FFTMA,C[N+](C)(C)c1ccc(F)cc1,0.11,0.18,0.01,,0.48,,1.14,1.31,0.23,0.33,,0.55,,
1537-11C-BMS-5p,Cc1c(C)c(NS(=O)(=O)c2ccccc2-c2c(CN(C)C(=O)c3cc4c(cccc4)n3C)cc(-c3ncco3)cc2)no1,1.53,,0.07,,2.73,,2.81,20.72,6.97,,,,,
1537-18F-FBzBMS 5,Cc1ccc(C(=O)N(C)Cc2c(-c3ccccc3S(=O)(=O)Nc3noc(C)c3C)ccc(-c3ncco3)c2)cc1,1.0,,0.05,,3.08,,3.75,37.71,6.04,,,,,
1539A-18FCAP,C[C@H](CS)C(=O)N1C[C@@H](F)C[C@H]1C(=O)O,0.129,0.131,0.076,,0.432,,4.073,0.131,32.713,,,1.007,,
1541-18FFCF,c1(O)ccc(C(c2ccc(O)cc2)=C2CCC(F)CC2)cc1,0.456,0.541,,0.371,0.249,,0.39,0.863,0.372,0.239,,0.118,,0.335
1541-18FFECF,c1(O)ccc(C(c2ccc(O)cc2)=C2CC(CCF)CCC2)cc1,0.219,0.367,,0.597,0.242,,0.459,1.031,0.35,0.253,,0.203,,0.964
1542A-CH,[N+](C)(C)(C)CCO,2.2,,1.7,,9.1,,41.5,67.1,16.7,2.8,,,,
1542A-FCH,[N+](C)(C)(CF)CCO,1.5,,0.8,,12.7,,94.3,58.4,21.0,4.1,,,,
1543-18F1,C(CF)Nc1cc(C)nc2c(C#N)cnn12,3.63,,1.93,,3.46,,2.58,2.45,2.78,2.31,,2.82,,
1543-18F2,C(CNC(c1c(F)cc([N+]([O-])=O)cc1)=O)Nc1cc(C)nc2c(C#N)cnn12,0.45,,0.08,,0.63,,1.83,4.07,0.56,0.47,,0.53,,
1544-18F-FBMHA,C(CCC(CCCCC(CC(=O)O)C)F)CCCCCC,0.58,2.36,0.27,,1.69,,1.66,4.17,0.58,0.41,,,,
1544-18F-FCPHA,C1C(CC(=O)O)C1CCCCC(CCCCCCCC)F,0.08,0.7,0.05,,1.43,,0.34,0.87,0.31,0.1,,,,
1546-cis-FDA,C[C@]1(C(=O)O)CCC2c3ccc(O)cc3CCC2[C@H]1CCF,5.704,3.435,0.195,1.203,1.876,,4.889,1.868,2.399,0.96,,0.711,,4.675
1546-trans-FDA,C[C@]1(C(=O)O)CCC2c3ccc(O)cc3CCC2[C@@H]1CCF,0.36,2.026,0.026,0.087,0.161,,0.645,0.966,0.178,0.097,,0.099,,0.532
1548-18F2,c1(*)cc(CN(C2=CC(F)=CCC2OC2=CCCC=C2)C(C)=O)c(OCF)cc1,0.54,3.91,4.04,,,,,,,,,,,
1548-18F5,c1(*)cc(CN(c2cc(F)ccc2OC2=CCCCC2)C(C)=O)c(OC([2H])([2H])F)cc1,0.86,1.59,3.62,,,,,,,,,,,
1553-18FDL,[C@@H]1(O)[C@@H](O)[C@@H](O)[C@H](CO)O[C@H]1COC[C@H]1[C@H](O)[C@@H](F)[C@@H](O)O[C@H]1CO,,,,,,,,,,,,,,
1554-18FFDE,[C@@H](c1ccccc1)([C@@H](NC)C)F,,,,,,,,,,,,,,
1554-18FFDP,F[C@@H](c1ccccc1)[C@@H](NC)C,,,,,,,,,,,,,,
1556A-18F-5-FdUR,c1(F)c(=O)[nH]c(=O)n(C2CC(C)C(CO)O2)c1,0.12,,0.04,,0.11,,4.31,1.43,0.16,0.08,,0.4,,
1556A-18F-5-FU,c1(=O)c(F)c[nH]c(=O)[nH]1,0.22,,0.08,,0.22,,13.8,2.65,0.38,0.16,,0.37,,
1556A-18F-5-FUR,C1(O)[C@@H](O)C(n2cc(F)c(=O)[nH]c2=O)O[C@@H]1CO,0.19,,0.06,,0.23,,7.73,1.96,0.34,0.14,,0.31,,
1556C-18F5-FU,c1(=O)[nH]c(=O)c(F)c[nH]1,,,,,,,,,,,,,,
1556C-2a,C1(=O)[C@H](F)[C@H](OC(=O)C)N([C@H]2C[C@H](O)[C@@H](CO)O2)C(=O)N1,,,,,,,,,,,,,,
1556C-2b,C1(=O)[C@H](F)[C@H](OC(=O)C)N([C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)C(=O)N1,,,,,,,,,,,,,,
1556C-4a,C1(=O)[C@H](F)[C@@H]2OC[C@@H]3[C@@H](O)C[C@H](N2C(=O)N1)O3,,,,,,,,,,,,,,
1556C-4b,C1(=O)[C@H](F)[C@@H]2OC[C@@H]3[C@@H](O)[C@@H](O)[C@H](N2C(=O)N1)O3,,,,,,,,,,,,,,
1556C-6a,c1(=O)c(F)cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,,,,,,,,,,,,,,
1556C-6b,c1(=O)c(F)cn([C@H]2[C@H](O)[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,,,,,,,,,,,,,,
1558-18F1,C(\c1cc(OC)c(OC)cc1)=C/C(/C=C(/C=C/c1cc(OC)c(OCCF)cc1)O)=O,0.89,1.0,0.43,,1.3,,2.25,26.83,2.27,0.47,,10.59,,
1560A-18F6a,C(COc1cc2c(cc1OC)C1CC(O)C(CC(C)C)CN1CC2)F,1.75,5.84,1.51,,1.53,,2.27,3.88,1.74,1.05,,1.56,,
1560A-18F6b,C(COc1cc2c(cc1OC)C1CC(O)C(CC(C)C)CN1CC2)CF,1.04,16.6,0.91,,1.74,,3.63,10.4,2.15,1.05,,2.05,,
1561-18FFE-GW405833,C1CN(CCc2c3cc(C(=O)CCF)ccc3n(C(c3cccc(Cl)c3Cl)=O)c2C)CCO1,5.0,,0.7,,0.3,35.7,2.2,23.7,0.7,,0.5,0.3,1.8,
1563A-18F2,C(\c1ccc(N(C)C)cc1)=C/C(/C=C(/C=C/c1ccc(OCCOCCF)cc1)OB(F)F)=O,3.46,1.43,1.19,,1.87,,2.58,9.36,2.34,0.87,,10.72,,
1564-18FE-TCP,FCCc1ccc(C2(N3CCCCC3)CCCCC2)s1,0.11,0.77,0.09,,0.21,,0.64,0.35,1.09,,,,,
1565B-18F-FEAC,CCN(Cc1ccccc1)C(=O)Cn1c(=O)n(CCF)c2cnc(-c3ccccc3)nc12,0.82,1.65,0.42,,2.4,,8.65,5.36,10.38,1.3,,5.35,,
1565B-18F-FEDAC,CN(Cc1ccccc1)C(=O)Cn1c(=O)n(CCF)c2cnc(-c3ccccc3)nc12,0.66,2.02,0.33,,2.4,,9.08,7.09,10.3,1.27,,5.77,,
1567A-18FFEAU,O[C@H]1[C@H](F)[C@H](n2cc(CC)c(=O)[nH]c2=O)O[C@@H]1CO,,,,,,,,,,,,,,
1567A-18FFIAU,O[C@H]1[C@H](F)[C@H](n2cc(I)c(=O)[nH]c2=O)O[C@@H]1CO,,,,,,,,,,,,,,
1568A-(18F)FPC,O=C(C1CCCCC1)N(CCN1CCN(c2c(OCCCF)cccc2)CC1)c1ccccn1,0.09,,0.13,,0.11,,,0.63,0.27,,,,,
"1569-(18F)FCF,6",Oc1ccc(C(c2ccc(O)cc2)=C2CCC(F)CC2)cc1,0.456,0.541,,0.371,0.249,,0.39,0.863,0.372,0.239,,0.118,,0.335
"1569-(18F)FECF,9",Oc1ccc(C(c2ccc(O)cc2)=C2CCCC(CCF)C2)cc1,0.219,0.367,,0.597,0.242,,0.459,1.031,0.35,0.253,,0.203,,0.964
1571A-(11C)RTI-31,C1(C(=O)OC)C2CC[C@H](C[C@@H]1c1ccc(Cl)cc1)N2C,0.03,,0.66,,0.18,,,5.37,0.71,,,,,
1571A-(11C)RTI-32,C1(C(=O)OC)C2CC[C@H](C[C@@H]1c1ccc(Cl)cc1)N2C,0.14,,0.31,,0.2,,,1.25,0.44,,,,,
1571A-(18F)FECT,C1(C(=O)OCCF)C2CC[C@H](C[C@@H]1c1ccc(Cl)cc1)N2C,0.04,0.16,0.61,,0.18,,,6.22,1.01,,,,,
1571A-(18F)FETT,C1(C(=O)OCCF)C2CC[C@H](C[C@@H]1c1ccc(Cl)cc1)N2C,0.15,0.16,0.28,,0.19,,,1.42,0.54,,,,,
1573C-18F-FEAC,c12c(nc(-c3ccccc3)nc1)n(CC(=O)N(Cc1ccccc1)CC)c(=O)n2CCF,0.82,1.65,0.42,,2.4,,8.65,5.36,10.38,1.3,,5.35,,
1573C-18F-FEDAC,c12c(nc(-c3ccccc3)nc1)n(CC(=O)N(Cc1ccccc1)C)c(=O)n2CCF,0.66,2.02,0.33,,2.4,,9.08,7.09,10.3,1.27,,5.77,,
1574-18F-FEDPN,C(C[C@@H](c1ccc(O)cc1)[C@@H](c1ccc(O)cc1)C#N)F,0.42,4.13,0.51,0.27,0.74,,2.97,3.8,2.04,0.59,,0.61,,0.37
1574-18F-FES,C[C@]12CCC3c4ccc(O)cc4CCC3C1C[C@@H](F)[C@@H]2O,0.21,0.24,0.07,0.14,0.15,,1.07,5.24,0.39,0.18,,0.19,,0.82
1575A-1,C[C@]12CC(OC)C3c4ccc(O)cc4CCC3C1C[C@@H](F)[C@@H]2O,0.127,0.083,,0.44,,,1.22,2.3,0.135,0.135,,,,5.8
1575A-2,C[C@]12CC(CC)C3c4ccc(O)cc4CCC3C1C[C@@H](F)[C@H]2O,1.09,0.444,,2.21,,,4.05,3.31,0.99,0.75,,,,12.59
1575A-3,C[C@]12CCC3c4ccc(O)cc4CCC3C1C[C@@H](F)[C@@]2(O)C#C,0.087,1.268,,0.571,,,0.95,1.548,0.438,0.307,,,,11.152
1576-18F-FTMA-14,c1c(F)ccc([N+](C)(C)C)c1,0.11,0.18,0.01,,0.48,,1.14,1.31,0.23,0.33,,0.55,,
1578B-18F-FEF,c1nc(C(=O)OCC)c2n1-c1ccc(F)cc1C(=O)N(CCF)C2O,,,,,,,,,,,,,,
1583A-18F2,c1c(CC(C(=O)O)N)ccc(CCF)c1,0.65,0.41,0.52,,0.63,,0.63,0.63,0.61,0.62,2.45,0.69,,
1588A-18FFE-SA4503,COc1cc(CCN2CCN(CCCc3ccccc3)CC2)ccc1OCCF,0.8,5.29,2.01,,0.93,,3.35,7.38,2.43,0.62,14.96,3.46,,
1588B-11C1a,COc1ccc(CCN2CCN(CCCc3ccccc3)CC2)cc1OC,0.31,,603.1,,0.75,,3.34,13.6,3.16,0.45,,4.99,,
1588B-11C1b,COc1ccc(CCN2CCN(CCCc3ccc(F)cc3)CC2)cc1OC,0.28,,603.79,,1.17,,7.05,13.5,6.83,0.81,,6.49,,
1588B-11C2a,CCOc1ccc(CCN2CCN(CCCc3ccccc3)CC2)cc1OC,0.45,,601.3,,0.86,,2.62,4.92,2.08,0.52,,3.98,,
1588B-11C2b,CCOc1ccc(CCN2CCN(CCCc3ccc(F)cc3)CC2)cc1OC,0.44,,601.6,,0.69,,2.99,7.72,2.85,0.43,,4.18,,
1588B-18F3a,COc1cc(CCN2CCN(CCCc3ccccc3)CC2)ccc1OCCF,0.8,5.29,602.01,,0.93,,3.35,7.38,2.43,0.62,,3.46,,
1588B-18F3b,COc1cc(CCN2CCN(CCCc3ccc(F)cc3)CC2)ccc1OCCF,0.63,6.97,602.94,,0.88,,3.22,9.36,2.76,0.65,,4.74,,
1589B-11C-SA4503,COc1ccc(CCN2CCN(CCCc3ccccc3)CC2)cc1OC,0.06,0.27,1.27,,0.3,,2.89,11.61,1.55,0.19,5.04,2.43,,
1589B-18F-FE-SA5845,COc1cc(CCN2CCN(CCCc3ccc(F)cc3)CC2)ccc1OCCF,0.12,0.42,1.42,,0.47,,4.95,9.28,2.93,0.2,4.23,2.05,,
1590-18F-FESAHA,O=C(CCCCCCC(=O)Nc1ccc(CCF)cc1)NO,1.5,11.1,0.7,,1.6,,5.0,4.9,2.4,1.4,,1.7,1.5,
1592A-18FFET,NC(Cc1ccc(OCCF)cc1)C(=O)[O-],3.03,1.74,2.17,,2.62,,3.12,2.52,2.44,2.4,18.24,3.08,,
1592E-18F-FDG,O1[C@H](O)[C@H](F)[C@@H](O)[C@H](O)[C@H]1CO,0.43,3.18,4.11,,5.39,1.78,0.84,1.43,2.66,3.39,1.38,1.72,3.0,
1592E-18FFET,N[C@@H](Cc1ccc(OCCF)cc1)C(=O)O,1.01,5.77,0.88,,1.55,0.84,1.37,3.72,19.76,0.95,5.03,1.9,1.08,
1593-18FFETMP,c1(OC)ccc([P+](CCOCCF)(c2ccc(OC)cc2)c2ccc(OC)cc2)cc1,0.73,3.95,,,29.88,13.2,41.1,11.22,6.38,5.41,19.04,6.34,9.85,
1594A-18FFETNIM,c1([N+]([O-])=O)nccn1CC(O)C(O)CF,0.155,0.058,0.094,0.035,0.246,0.36,0.504,0.322,0.246,0.242,0.186,0.213,0.37,
1594D-18FFETNIM,c1([N+]([O-])=O)nccn1CC(C(CF)O)O,,,,,,,,,,,,,,
1594D-18FMISO,c1([N+]([O-])=O)nccn1CC(CF)O,,,,,,,,,,,,,,
1596-11CMTO,COC(c1cncn1[C@H](C)c1ccccc1)=O,0.79,,0.56,,0.62,,3.18,3.12,3.31,,1.48,,,
1596-18F1,C(COC(c1cncn1[C@H](C)c1ccccc1)=O)F,0.86,0.71,0.72,0.2,0.81,0.83,0.85,0.62,1.26,0.57,0.62,0.62,,
1596-18F2,C(COC(c1cncn1[C@H](C)c1ccc(Cl)cc1)=O)F,0.67,0.42,0.56,0.28,0.66,0.87,0.66,0.5,2.23,0.46,0.88,0.5,,
1596-18F3,C(COC(c1cncn1[C@H](C)c1ccc(Br)cc1)=O)F,0.54,0.99,0.45,0.28,0.54,0.8,0.54,0.53,1.99,0.34,1.13,0.38,,
1596-18F4,C(COC(c1cncn1[C@H](C)c1ccc(Br)cc1)=O)CF,0.24,3.65,0.12,0.36,0.16,0.55,0.5,0.4,2.3,0.15,0.42,0.15,,
1597A-18FFEtP4A,C1(OC(=O)C)CCN(CCF)CC1,0.91,,2.94,,,,,,,,,,,
1597A-18FFEtP4OH,C1(O)CCN(CCF)CC1,0.27,,0.15,,,,,,,,,,,
1598-FECT,C12CC[C@H](C[C@H](c3ccc(Cl)cc3)C1C(=O)OCCF)N2C,0.04,0.16,0.57,,0.18,,,6.22,1.01,,,,,
1598-FETT,C12CC[C@H](C[C@H](c3ccc(C)cc3)C1C(=O)OCCF)N2C,0.08,0.08,0.4,,0.1,,,0.63,0.22,,,,,
1598-RTI-31,C12CC[C@H](C[C@H](c3ccc(Cl)cc3)C1C(=O)OC)N2C,0.03,,0.69,,0.18,,,5.37,0.71,,,,,
1598-RTI-32,C12CC[C@H](C[C@H](c3ccc(C)cc3)C1C(=O)OC)N2C,0.14,,0.32,,0.2,,,1.25,0.44,,,,,
1599-18FFluorodeoxyadenosine,c1(N)c2c(n(C3[C@H](F)[C@@H](O)[C@H](CO)O3)cn2)ncn1,0.519,7.66,,,,,1.73,4.96,0.619,0.293,,0.481,,
1599-18FFluoroethyluracil,c1(=O)c(CCF)c[nH]c(=O)[nH]1,0.285,0.479,,,,,0.59,0.579,0.327,0.335,,0.297,,0.408
1601A-3H-FFAU,c1(=O)c(F)cn(C2C(F)C(O)C(CO)O2)c(=O)[nH]1,,,,,,,,,,,,,,
1602B-18F1a,C(c1c(=O)[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)c1)CCF,,,,,,,,,,,,,,
1602B-18F1b,C(c1c(=O)[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)c1)CCCF,,,,,,,,,,,,,,
1602B-18F1c,C(c1c(=O)[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)c1)CCCCF,,,,,,,,,,,,,,
1602B-18F1d,C(c1c(=O)[nH]c(=O)n([C@H]2[C@@H](F)[C@H](O)[C@@H](CO)O2)c1)CCF,,,,,,,,,,,,,,
1602B-18F1e,C(c1c(=O)[nH]c(=O)n([C@H]2[C@@H](F)[C@H](O)[C@@H](CO)O2)c1)CCCF,,,,,,,,,,,,,,
1602B-18F1f,C(c1c(=O)[nH]c(=O)n([C@H]2[C@@H](F)[C@H](O)[C@@H](CO)O2)c1)CCCCF,,,,,,,,,,,,,,
1602B-I25IFIAUb,c1(=O)c(I)cn([C@H]2[C@@H](F)[C@H](O)[C@@H](CO)O2)c(=O)[nH]1,,,,,,,,,,,,,,
1604C-18FFFMZ,c1nc(C(=O)OCC)c2n1-c1ccc(F)cc1C(=O)N(C)C2,0.51,0.36,0.41,0.1,0.4,0.46,0.41,0.33,0.38,0.29,0.3,0.35,,
1604D-18FFMZ,CCOC(=O)c1c2n(cn1)-c1c(cc(F)cc1)C(=O)N(C)C2,3.3,3.6,2.1,1.6,2.8,5.7,2.3,2.4,2.6,1.9,,2.3,2.5,
1606B-125IFIAU,O[C@H]1[C@H](F)[C@H](n2cc(I)c(=O)[nH]c2=O)O[C@@H]1CO,,,,,,,,,,,,,,
1606B-18F1a,O=c1[nH]c(=O)n([C@H]2C[C@@H](O)[C@@H](CO)O2)cc1CCCF,,,,,,,,,,,,,,
1606B-18F1b,O=c1[nH]c(=O)n([C@H]2C[C@@H](O)[C@@H](CO)O2)cc1CCCCF,,,,,,,,,,,,,,
1606B-18F1c,O=c1[nH]c(=O)n([C@H]2C[C@@H](O)[C@@H](CO)O2)cc1CCCCCF,,,,,,,,,,,,,,
1606B-18F1d,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@H](O)C2F)cc1CCCF,,,,,,,,,,,,,,
1606B-18F1e,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@H](O)C2F)cc1CCCCF,,,,,,,,,,,,,,
1606B-18F1f,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@H](O)C2F)cc1CCCCCF,,,,,,,,,,,,,,
1610-18FFHBG,Nc1nc2c(ncn2CCC(CO)CF)c(=O)[nH]1,0.034,0.05,0.003,,0.034,1.77,0.39,0.063,0.04,0.041,0.065,0.091,0.026,
1610-18FFHOMP,Cc1c(COC(CO)CF)[nH]c(=O)[nH]c1=O,0.16,0.19,0.099,,0.14,0.71,0.33,0.16,0.13,0.13,0.1,0.11,0.12,
1613-18F-FEAU,c1(=O)c(CC)cn(C2C(F)C(O)C(CO)O2)c(=O)[nH]1,0.98,0.59,,,0.83,,1.96,0.95,0.58,0.97,0.79,0.86,0.58,
1613-18F-FIAC,C1(N)C(I)=CN(C2C(F)C(O)C(CO)O2)C(=O)N1,4.12,1.47,,,4.36,,9.17,4.65,1.98,3.23,3.85,5.54,2.56,
1613-18F-FIAU,c1(=O)c(I)cn(C2C(F)C(O)C(CO)O2)c(=O)[nH]1,4.22,1.56,,,3.4,,9.2,4.43,1.87,3.02,4.95,3.2,2.46,
